sale_id,product_id,customer_id,location_id,order_date,quantity,unit_price,total_amount,discount_applied,payment_method,delivery_status
SALE00047,B00NH12R1O,CUST0429,LOC009,1/15/2023,2,299,598,0,UPI,Delivered
SALE00048,B087FXHB6J,CUST0166,LOC008,1/15/2023,1,699,594.15,15,UPI,Pending
SALE00049,B09W5XR9RT,CUST0247,LOC004,1/16/2023,2,970,1843,5,COD,Delivered
SALE00050,B09P1MFKG1,CUST0218,LOC013,1/16/2023,4,998,3193.6,20,Card,Delivered
SALE00051,B0BHYJ8CVF,CUST0164,LOC016,1/16/2023,5,1149,5170.5,10,UPI,Delivered
SALE00052,B0846D5CBP,CUST0254,LOC009,1/17/2023,1,1295,1036,20,COD,Delivered
SALE00053,B009P2L7CO,CUST0081,LOC013,1/17/2023,3,1099,3297,0,UPI,Delivered
SALE00054,B07YC8JHMB,CUST0420,LOC003,1/17/2023,3,8199,19677.6,20,NetBanking,Delivered
SALE00055,B07Z1Z77ZZ,CUST0034,LOC013,1/17/2023,4,449,1436.8,20,COD,Delivered
SALE00056,B09YDFKJF8,CUST0089,LOC002,1/18/2023,1,1324,1257.8,5,NetBanking,Delivered
SALE00057,B09NBZ36F7,CUST0314,LOC020,1/18/2023,2,2089,3342.4,20,Card,Delivered
SALE00058,B0123P3PWE,CUST0108,LOC018,1/18/2023,2,999,1598.4,20,UPI,Delivered
SALE00059,B00B7GKXMG,CUST0095,LOC017,1/19/2023,4,699,2376.6,15,NetBanking,Delivered
SALE00060,B07S9S86BF,CUST0041,LOC020,1/19/2023,1,599,569.05,5,Card,Delivered
SALE00061,B08S6RKT4L,CUST0450,LOC015,1/19/2023,2,2599,5198,0,Card,Delivered
SALE00062,B0B6F7LX4C,CUST0133,LOC017,1/20/2023,1,13999,11199.2,20,COD,Delivered
SALE00063,B01KK0HU3Y,CUST0421,LOC008,1/20/2023,5,899,4045.5,10,Card,Delivered
SALE00064,B07YQ5SN4H,CUST0053,LOC010,1/20/2023,1,299,269.1,10,UPI,Delivered
SALE00065,B07232M876,CUST0157,LOC007,1/21/2023,5,199,945.25,5,NetBanking,Delivered
SALE00066,B09MKG4ZCM,CUST0086,LOC014,1/21/2023,5,1565,6651.25,15,COD,Delivered
SALE00067,B06Y36JKC3,CUST0022,LOC015,1/21/2023,2,149,298,0,Card,Delivered
SALE00068,B01F7B2JCI,CUST0030,LOC003,1/22/2023,2,184,368,0,Card,Delivered
SALE00069,B08JQN8DGZ,CUST0466,LOC001,1/22/2023,3,1299,3117.6,20,COD,Delivered
SALE00070,B07YSJ7FF1,CUST0113,LOC015,1/22/2023,5,645,2580,20,UPI,Delivered
SALE00071,B08DCVRW98,CUST0343,LOC018,1/23/2023,2,209,376.2,10,NetBanking,Delivered
SALE00072,B07JH1CBGW,CUST0129,LOC009,1/23/2023,4,649,2076.8,20,NetBanking,Delivered
SALE00073,B07JGCGNDG,CUST0394,LOC019,1/23/2023,5,6800,30600,10,COD,Delivered
SALE00074,B0BK1K598K,CUST0052,LOC005,1/23/2023,5,678,3390,0,UPI,Delivered
SALE00075,B08B6XWQ1C,CUST0095,LOC009,1/24/2023,2,349,558.4,20,COD,Delivered
SALE00076,B09MKG4ZCM,CUST0358,LOC017,1/24/2023,1,1565,1330.25,15,UPI,Delivered
SALE00077,B07SPVMSC6,CUST0116,LOC020,1/24/2023,3,1399,4197,0,UPI,Delivered
SALE00078,B07PR1CL3S,CUST0370,LOC001,1/25/2023,5,1220,5490,10,COD,Delivered
SALE00079,B09CMP1SC8,CUST0023,LOC014,1/25/2023,4,199,676.6,15,UPI,Delivered
SALE00080,B01N6LU1VF,CUST0044,LOC018,1/25/2023,4,579,2200.2,5,Card,Returned
SALE00081,B0993BB11X,CUST0353,LOC019,1/26/2023,5,999,4995,0,COD,Delivered
SALE00082,B0BJ966M5K,CUST0047,LOC002,1/26/2023,5,4999,23745.25,5,UPI,Delivered
SALE00083,B07RD611Z8,CUST0484,LOC003,1/26/2023,3,1799,5397,0,NetBanking,Delivered
SALE00084,B097R4D42G,CUST0397,LOC010,1/27/2023,4,4999,19996,0,COD,Delivered
SALE00085,B0085IATT6,CUST0425,LOC007,1/27/2023,4,899,3596,0,NetBanking,Delivered
SALE00086,B0B5KZ3C53,CUST0459,LOC003,1/27/2023,4,1599,5756.4,10,COD,Delivered
SALE00087,B07D2NMTTV,CUST0326,LOC020,1/28/2023,5,3199,15195.25,5,UPI,Delivered
SALE00088,B076VQS87V,CUST0367,LOC001,1/28/2023,4,457,1645.2,10,UPI,Delivered
SALE00089,B0B3N7LR6K,CUST0118,LOC003,1/28/2023,3,3999,11397.15,5,Card,Returned
SALE00090,B07SLNG3LW,CUST0025,LOC019,1/28/2023,1,3859,3473.1,10,NetBanking,Delivered
SALE00091,B00GE55L22,CUST0197,LOC007,1/29/2023,4,299,1136.2,5,NetBanking,Delivered
SALE00092,B009P2L7CO,CUST0123,LOC002,1/29/2023,2,1099,1978.2,10,COD,Delivered
SALE00093,B0BMVWKZ8G,CUST0285,LOC018,1/29/2023,4,1999,6396.8,20,UPI,Delivered
SALE00094,B086PXQ2R4,CUST0090,LOC003,1/30/2023,1,165,156.75,5,Card,Delivered
SALE00095,B09W9V2PXG,CUST0186,LOC014,1/30/2023,3,759,2049.3,10,Card,Pending
SALE00096,B08PFSZ7FH,CUST0190,LOC015,1/30/2023,1,299,284.05,5,NetBanking,Pending
SALE00097,B0B1YY6JJL,CUST0124,LOC015,1/31/2023,2,23999,38398.4,20,UPI,Pending
SALE00098,B09N3ZNHTY,CUST0214,LOC010,1/31/2023,1,1499,1199.2,20,COD,Delivered
SALE00099,B07X2L5Z8C,CUST0090,LOC003,1/31/2023,4,1490,5960,0,COD,Returned
SALE00100,B07JJFSG2B,CUST0229,LOC008,2/1/2023,3,889,2133.6,20,COD,Returned
SALE00101,B09XB8GFBQ,CUST0228,LOC016,2/1/2023,5,8999,42745.25,5,NetBanking,Delivered
SALE00102,B0BNVBJW2S,CUST0424,LOC019,2/1/2023,5,2499,9996,20,NetBanking,Delivered
SALE00103,B09VC2D2WG,CUST0215,LOC017,2/2/2023,5,469,2227.75,5,UPI,Delivered
SALE00104,B09DG9VNWB,CUST0331,LOC020,2/2/2023,5,12000,57000,5,Card,Delivered
SALE00105,B09XB7DPW1,CUST0027,LOC010,2/2/2023,1,8999,7199.2,20,UPI,Delivered
SALE00106,B09VGS66FV,CUST0164,LOC017,2/3/2023,3,1349,3439.95,15,UPI,Delivered
SALE00107,B09RKFBCV7,CUST0110,LOC004,2/3/2023,2,1999,3398.3,15,NetBanking,Delivered
SALE00108,B09ZPL5VYM,CUST0064,LOC001,2/3/2023,2,199,318.4,20,UPI,Delivered
SALE00109,B0765B3TH7,CUST0287,LOC004,2/3/2023,4,199,636.8,20,NetBanking,Returned
SALE00110,B0B5LVS732,CUST0429,LOC009,2/4/2023,1,1898,1518.4,20,NetBanking,Pending
SALE00111,B08N1WL9XW,CUST0004,LOC015,2/4/2023,5,182,773.5,15,COD,Delivered
SALE00112,B09M869Z5V,CUST0122,LOC008,2/4/2023,1,570,513,10,NetBanking,Delivered
SALE00113,B09P8M18QM,CUST0213,LOC003,2/5/2023,3,1369,3490.95,15,UPI,Delivered
SALE00114,B09YDFDVNS,CUST0475,LOC017,2/5/2023,1,1324,1324,0,NetBanking,Delivered
SALE00115,B09J2MM5C6,CUST0243,LOC006,2/5/2023,1,279,265.05,5,Card,Delivered
SALE00116,B09Q8WQ5QJ,CUST0245,LOC008,2/6/2023,2,249,473.1,5,NetBanking,Delivered
SALE00117,B09TT6BFDX,CUST0256,LOC016,2/6/2023,3,399,1137.15,5,COD,Pending
SALE00118,B01N90RZ4M,CUST0349,LOC005,2/6/2023,5,230,1035,10,UPI,Delivered
SALE00119,B09XB7SRQ5,CUST0025,LOC015,2/7/2023,4,8999,34196.2,5,NetBanking,Delivered
SALE00120,B005LJQMCK,CUST0017,LOC011,2/7/2023,3,416,1248,0,UPI,Delivered
SALE00121,B0B8XNPQPN,CUST0164,LOC003,2/7/2023,4,3599,13676.2,5,NetBanking,Delivered
SALE00122,B0BBVKRP7B,CUST0396,LOC015,2/8/2023,5,281,1194.25,15,Card,Delivered
SALE00123,B0994GFWBH,CUST0343,LOC012,2/8/2023,2,139,236.3,15,COD,Delivered
SALE00124,B00LM4X0KU,CUST0420,LOC010,2/8/2023,1,100,85,15,COD,Delivered
SALE00125,B0B12K5BPM,CUST0255,LOC020,2/8/2023,1,1049,839.2,20,UPI,Delivered
SALE00126,B00A328ENA,CUST0232,LOC001,2/9/2023,3,2976,8928,0,NetBanking,Delivered
SALE00127,B01D5H8ZI8,CUST0403,LOC003,2/9/2023,5,229,1087.75,5,NetBanking,Delivered
SALE00128,B09YV4RG4D,CUST0032,LOC006,2/9/2023,4,1499,5996,0,COD,Delivered
SALE00129,B077T3BG5L,CUST0295,LOC014,2/10/2023,4,329,1118.6,15,Card,Pending
SALE00130,B08Y5QJTVK,CUST0249,LOC017,2/10/2023,2,116,220.4,5,UPI,Delivered
SALE00131,B097ZQTDVZ,CUST0088,LOC011,2/10/2023,5,399,1695.75,15,UPI,Delivered
SALE00132,B095K14P86,CUST0300,LOC011,2/11/2023,5,599,2845.25,5,COD,Delivered
SALE00133,B09RMQYHLH,CUST0456,LOC020,2/11/2023,3,12999,33147.45,15,Card,Delivered
SALE00134,B0BN2576GQ,CUST0388,LOC015,2/11/2023,1,469,398.65,15,Card,Delivered
SALE00135,B09C6HWG18,CUST0319,LOC006,2/12/2023,1,970,824.5,15,NetBanking,Delivered
SALE00136,B09Y5FZK9N,CUST0192,LOC009,2/12/2023,1,809,647.2,20,Card,Delivered
SALE00137,B0B9BD2YL4,CUST0270,LOC009,2/12/2023,4,2599,8836.6,15,COD,Delivered
SALE00138,B0B1YY6JJL,CUST0286,LOC010,2/13/2023,1,23999,19199.2,20,Card,Delivered
SALE00139,B07DWFX9YS,CUST0330,LOC003,2/13/2023,3,789,2367,0,NetBanking,Delivered
SALE00140,B095K14P86,CUST0132,LOC015,2/13/2023,4,599,1916.8,20,UPI,Delivered
SALE00141,B01GGKYKQM,CUST0044,LOC019,2/14/2023,2,219,350.4,20,COD,Delivered
SALE00142,B09Q8HMKZX,CUST0066,LOC015,2/14/2023,2,263,447.1,15,NetBanking,Delivered
SALE00143,B01N1XVVLC,CUST0228,LOC002,2/14/2023,1,9590,9590,0,Card,Delivered
SALE00144,B07WGPBXY9,CUST0349,LOC010,2/14/2023,5,899,4045.5,10,COD,Returned
SALE00145,B084MZXJN6,CUST0035,LOC019,2/15/2023,3,999,2997,0,NetBanking,Delivered
SALE00146,B09NVPSCQT,CUST0127,LOC005,2/15/2023,5,1599,7195.5,10,NetBanking,Delivered
SALE00147,B08LVVTGZK,CUST0256,LOC013,2/15/2023,1,929,836.1,10,COD,Delivered
SALE00148,B07KSB1MLX,CUST0114,LOC020,2/16/2023,5,1089,4900.5,10,UPI,Delivered
SALE00149,B01KK0HU3Y,CUST0103,LOC020,2/16/2023,5,899,3596,20,COD,Delivered
SALE00150,B082T6V3DT,CUST0478,LOC015,2/16/2023,2,799,1358.3,15,Card,Delivered
SALE00151,B09N3BFP4M,CUST0291,LOC016,2/17/2023,1,5499,4674.15,15,NetBanking,Returned
SALE00152,B09GFWJDY1,CUST0231,LOC020,2/17/2023,4,499,1796.4,10,COD,Delivered
SALE00153,B08RZ12GKR,CUST0033,LOC013,2/17/2023,5,215,913.75,15,COD,Delivered
SALE00154,B00HZIOGXW,CUST0347,LOC010,2/18/2023,3,610,1830,0,Card,Delivered
SALE00155,B07SRM58TP,CUST0467,LOC013,2/18/2023,5,1665,6660,20,Card,Pending
SALE00156,B08YXJJW8H,CUST0002,LOC010,2/18/2023,5,247,1173.25,5,COD,Delivered
SALE00157,B07DXRGWDJ,CUST0144,LOC014,2/19/2023,1,4280,3852,10,Card,Delivered
SALE00158,B09ZVJXN5L,CUST0279,LOC008,2/19/2023,3,778,2334,0,Card,Delivered
SALE00159,B09YV4RG4D,CUST0393,LOC019,2/19/2023,1,1499,1424.05,5,UPI,Delivered
SALE00160,B00H0B29DI,CUST0157,LOC004,2/19/2023,3,2199,5607.45,15,NetBanking,Delivered
SALE00161,B08SKZ2RMG,CUST0482,LOC008,2/20/2023,3,475,1211.25,15,UPI,Delivered
SALE00162,B08G8H8DPL,CUST0479,LOC001,2/20/2023,1,3249,3086.55,5,NetBanking,Delivered
SALE00163,B07VQGVL68,CUST0424,LOC012,2/20/2023,4,293,996.2,15,COD,Delivered
SALE00164,B08CF3D7QR,CUST0432,LOC003,2/21/2023,1,154,123.2,20,Card,Delivered
SALE00165,B0BDG6QDYD,CUST0332,LOC018,2/21/2023,5,899,4045.5,10,NetBanking,Delivered
SALE00166,B09HV71RL1,CUST0103,LOC020,2/21/2023,5,719,3595,0,NetBanking,Returned
SALE00167,B08SCCG9D4,CUST0364,LOC016,2/22/2023,5,949,4033.25,15,Card,Delivered
SALE00168,B01N4EV2TL,CUST0368,LOC006,2/22/2023,4,1495,5382,10,UPI,Delivered
SALE00169,B0981XSZJ7,CUST0108,LOC013,2/22/2023,2,299,568.1,5,NetBanking,Delivered
SALE00170,B09NFSHCWN,CUST0011,LOC012,2/23/2023,5,1149,4883.25,15,UPI,Delivered
SALE00171,B09BF8JBWX,CUST0119,LOC018,2/23/2023,4,1055,3587,15,Card,Delivered
SALE00172,B09KNMLH4Y,CUST0043,LOC009,2/23/2023,5,398,1791,10,Card,Delivered
SALE00173,B08N1WL9XW,CUST0408,LOC009,2/24/2023,5,182,773.5,15,COD,Pending
SALE00174,B07PLHTTB4,CUST0413,LOC018,2/24/2023,1,100,80,20,NetBanking,Delivered
SALE00175,B01GGKZ4NU,CUST0208,LOC005,2/24/2023,5,549,2607.75,5,Card,Delivered
SALE00176,B08HDJ86NZ,CUST0451,LOC005,2/25/2023,2,329,592.2,10,UPI,Delivered
SALE00177,B09CGLY5CX,CUST0373,LOC006,2/25/2023,5,1959,8325.75,15,UPI,Delivered
SALE00178,B0BBMGLQDW,CUST0342,LOC013,2/25/2023,4,599,1916.8,20,UPI,Delivered
SALE00179,B0859M539M,CUST0472,LOC015,2/25/2023,3,1699,4842.15,5,COD,Delivered
SALE00180,B08498D67S,CUST0256,LOC006,2/26/2023,1,1149,919.2,20,NetBanking,Delivered
SALE00181,B07XLCFSSN,CUST0007,LOC018,2/26/2023,5,899,4045.5,10,COD,Delivered
SALE00182,B0BMGB3CH9,CUST0469,LOC005,2/26/2023,4,9499,36096.2,5,Card,Returned
SALE00183,B09WMTJPG7,CUST0400,LOC019,2/27/2023,2,2599,4938.1,5,NetBanking,Delivered
SALE00184,B01L6MT7E0,CUST0483,LOC011,2/27/2023,1,8799,8359.05,5,UPI,Returned
SALE00185,B08JKPVDKL,CUST0426,LOC015,2/27/2023,2,279,530.1,5,NetBanking,Pending
SALE00186,B07WGPKMP5,CUST0116,LOC009,2/28/2023,4,15499,49596.8,20,COD,Delivered
SALE00187,B01J0XWYKQ,CUST0390,LOC016,2/28/2023,3,599,1527.45,15,NetBanking,Delivered
SALE00188,B08MC57J31,CUST0496,LOC010,2/28/2023,3,1499,4272.15,5,COD,Pending
SALE00189,B09QGZM8QB,CUST0354,LOC020,3/1/2023,4,399,1596,0,UPI,Delivered
SALE00190,B009P2L7CO,CUST0262,LOC003,3/1/2023,4,1099,3956.4,10,COD,Returned
SALE00191,B0B8SRZ5SV,CUST0302,LOC013,3/1/2023,4,949,3036.8,20,UPI,Delivered
SALE00192,B08YK7BBD2,CUST0354,LOC006,3/2/2023,1,429,364.65,15,NetBanking,Pending
SALE00193,B09F6S8BT6,CUST0106,LOC011,3/2/2023,2,13490,25631,5,Card,Delivered
SALE00194,B07PLHTTB4,CUST0165,LOC008,3/2/2023,1,100,100,0,Card,Delivered
SALE00195,B07XLCFSSN,CUST0009,LOC010,3/3/2023,3,899,2697,0,UPI,Delivered
SALE00196,B0814LP6S9,CUST0290,LOC014,3/3/2023,1,351,333.45,5,NetBanking,Delivered
SALE00197,B0972BQ2RS,CUST0407,LOC001,3/3/2023,2,2499,4748.1,5,COD,Delivered
SALE00198,B097MKZHNV,CUST0362,LOC014,3/3/2023,3,2949,8404.65,5,NetBanking,Delivered
SALE00199,B00UGZWM2I,CUST0061,LOC012,3/4/2023,5,198,990,0,Card,Delivered
SALE00200,B09F6D21BY,CUST0208,LOC013,3/4/2023,4,790,2844,10,Card,Delivered
SALE00201,B09JN37WBX,CUST0203,LOC019,3/4/2023,5,319,1515.25,5,NetBanking,Delivered
SALE00202,B08QW937WV,CUST0357,LOC014,3/5/2023,5,1448,6878,5,COD,Delivered
SALE00203,B0B9BD2YL4,CUST0349,LOC014,3/5/2023,3,2599,7407.15,5,NetBanking,Delivered
SALE00204,B097R2V1W8,CUST0335,LOC016,3/5/2023,2,2599,4418.3,15,COD,Delivered
SALE00205,B07W9KYT62,CUST0423,LOC014,3/6/2023,3,2499,6747.3,10,COD,Delivered
SALE00206,B09XBJ1CTN,CUST0452,LOC001,3/6/2023,1,649,519.2,20,UPI,Delivered
SALE00207,B07S9S86BF,CUST0384,LOC019,3/6/2023,1,599,539.1,10,COD,Delivered
SALE00208,B07WMS7TWB,CUST0389,LOC019,3/7/2023,4,649,2076.8,20,Card,Pending
SALE00209,B08CTQP51L,CUST0092,LOC011,3/7/2023,1,379,303.2,20,COD,Delivered
SALE00210,B00NH11PEY,CUST0342,LOC012,3/7/2023,5,199,845.75,15,COD,Delivered
SALE00211,B00HZIOGXW,CUST0079,LOC014,3/8/2023,4,610,1952,20,UPI,Returned
SALE00212,B07DGD4Z4C,CUST0072,LOC003,3/8/2023,2,3499,5948.3,15,COD,Delivered
SALE00213,B084MZXJN6,CUST0056,LOC012,3/8/2023,5,999,4745.25,5,COD,Delivered
SALE00214,B08JKPVDKL,CUST0315,LOC015,3/8/2023,5,279,1395,0,NetBanking,Delivered
SALE00215,B0971DWFDT,CUST0403,LOC005,3/9/2023,2,337,674,0,UPI,Delivered
SALE00216,B078G6ZF5Z,CUST0229,LOC020,3/9/2023,3,699,1677.6,20,NetBanking,Delivered
SALE00217,B08KRMK9LZ,CUST0233,LOC013,3/9/2023,3,2025,5467.5,10,Card,Delivered
SALE00218,B083T5G5PM,CUST0058,LOC008,3/10/2023,3,1490,3576,20,COD,Delivered
SALE00219,B09VH568H7,CUST0159,LOC007,3/10/2023,4,119,380.8,20,UPI,Delivered
SALE00220,B08MVXPTDG,CUST0138,LOC004,3/10/2023,5,2590,12302.5,5,Card,Delivered
SALE00221,B0BFWGBX61,CUST0157,LOC010,3/11/2023,3,199,537.3,10,Card,Delivered
SALE00222,B097JQ1J5G,CUST0110,LOC007,3/11/2023,2,179,286.4,20,UPI,Delivered
SALE00223,B07WG8PDCW,CUST0267,LOC013,3/11/2023,2,349,593.3,15,UPI,Delivered
SALE00224,B08CGW4GYR,CUST0170,LOC004,3/12/2023,5,375,1687.5,10,Card,Delivered
SALE00225,B09MDCZJXS,CUST0194,LOC008,3/12/2023,5,1199,4796,20,Card,Delivered
SALE00226,B098NS6PVG,CUST0187,LOC010,3/12/2023,4,199,716.4,10,UPI,Delivered
SALE00227,B0B4F3QNDM,CUST0429,LOC001,3/13/2023,4,13999,44796.8,20,COD,Delivered
SALE00228,B07N8RQ6W7,CUST0451,LOC012,3/13/2023,1,134,107.2,20,COD,Delivered
SALE00229,B07VV37FT4,CUST0065,LOC005,3/13/2023,3,250,750,0,COD,Delivered
SALE00230,B08L5HMJVW,CUST0451,LOC004,3/14/2023,3,369,885.6,20,UPI,Returned
SALE00231,B07BRKK9JQ,CUST0206,LOC012,3/14/2023,1,1299,1234.05,5,COD,Delivered
SALE00232,B09T2WRLJJ,CUST0187,LOC018,3/14/2023,5,20999,99745.25,5,UPI,Returned
SALE00233,B08QX1CC14,CUST0292,LOC011,3/14/2023,5,7299,29196,20,COD,Delivered
SALE00234,B094DQWV9B,CUST0412,LOC018,3/15/2023,5,149,633.25,15,Card,Delivered
SALE00235,B00ABMASXG,CUST0358,LOC006,3/15/2023,4,539,1832.6,15,UPI,Delivered
SALE00236,B07JW9H4J1,CUST0249,LOC015,3/15/2023,2,399,638.4,20,Card,Returned
SALE00237,B07WDKLRM4,CUST0336,LOC011,3/16/2023,2,13999,22398.4,20,Card,Delivered
SALE00238,B07KCMR8D6,CUST0479,LOC009,3/16/2023,2,50,90,10,UPI,Delivered
SALE00239,B07CWDX49D,CUST0328,LOC017,3/16/2023,1,649,519.2,20,UPI,Delivered
SALE00240,B00LP9RFSU,CUST0100,LOC011,3/17/2023,4,825,2805,15,Card,Delivered
SALE00241,B09MZCQYHZ,CUST0304,LOC011,3/17/2023,1,999,999,0,Card,Delivered
SALE00242,B07JJFSG2B,CUST0066,LOC020,3/17/2023,2,889,1600.2,10,NetBanking,Delivered
SALE00243,B08QDPB1SL,CUST0321,LOC020,3/18/2023,1,190,190,0,Card,Delivered
SALE00244,B098NS6PVG,CUST0395,LOC010,3/18/2023,3,199,507.45,15,UPI,Pending
SALE00245,B09NS5TKPN,CUST0396,LOC005,3/18/2023,4,42990,163362,5,UPI,Pending
SALE00246,B09WF4Q7B3,CUST0297,LOC008,3/19/2023,5,1799,8545.25,5,NetBanking,Delivered
SALE00247,B09T3H12GV,CUST0377,LOC010,3/19/2023,4,1399,4756.6,15,COD,Delivered
SALE00248,B082FTPRSK,CUST0311,LOC020,3/19/2023,4,999,3396.6,15,NetBanking,Pending
SALE00249,B07VSG5SXZ,CUST0127,LOC013,3/19/2023,5,637,2866.5,10,NetBanking,Delivered
SALE00250,B0BBN3WF7V,CUST0110,LOC018,3/20/2023,2,6499,12348.1,5,Card,Delivered
SALE00251,B0981XSZJ7,CUST0151,LOC014,3/20/2023,3,299,762.45,15,COD,Delivered
SALE00252,B09F9YQQ7B,CUST0378,LOC008,3/20/2023,3,13999,35697.45,15,UPI,Delivered
SALE00253,B07QMRHWJD,CUST0166,LOC014,3/21/2023,2,298,506.6,15,Card,Delivered
SALE00254,B07F6GXNPB,CUST0231,LOC004,3/21/2023,5,253,1138.5,10,NetBanking,Delivered
SALE00255,B08WKCTFF3,CUST0500,LOC008,3/21/2023,2,899,1438.4,20,Card,Delivered
SALE00256,B01MF8MB65,CUST0156,LOC008,3/22/2023,3,699,1677.6,20,NetBanking,Delivered
SALE00257,B09KGV7WSV,CUST0303,LOC019,3/22/2023,5,2099,8920.75,15,Card,Returned
SALE00258,B07GLNJC25,CUST0076,LOC002,3/22/2023,3,330,841.5,15,Card,Delivered
SALE00259,B00F159RIK,CUST0414,LOC001,3/23/2023,5,499,1996,20,Card,Delivered
SALE00260,B09ND94ZRG,CUST0372,LOC013,3/23/2023,3,1099,3297,0,NetBanking,Delivered
